Date,State,Commodity,Market,Modal Price,Min Price,Max Price,Arrivals (Volume),Rainfall (mm),Temperature Max (°C),Temperature Min (°C),Humidity (%),Festival,Season,MSP,Policy Impact
2024-08-24,Maharashtra,Onion,Lasalgaon,2116.69,2062.39,2312.1,617.7,0.73,31,17,64,None,Rabi,,None
2024-08-24,Maharashtra,Onion,Pune,1547.87,1425.12,1611.99,458.73,0.0,38,27,89,None,Summer,,None
2024-08-24,Uttar Pradesh,Potato,Agra,2124.08,2014.88,2320.84,384.09,0.0,41,31,73,None,Summer,,None
2024-08-24,Uttar Pradesh,Potato,Kanpur,1323.36,1168.78,1455.63,349.76,0.0,30,19,57,None,Summer,,None
2024-08-24,Madhya Pradesh,Moong,Indore,1266.51,1211.15,1417.23,556.79,0.0,34,22,48,None,Summer,1791.45,None
2024-08-24,Madhya Pradesh,Moong,Bhopal,1545.05,1483.7,1619.25,568.86,7.32,25,15,83,None,Kharif,2401.46,Subsidy Introduced
2024-08-24,Karnataka,Tomato,Bangalore,2106.28,1956.48,2211.93,478.25,0.0,30,15,41,None,Summer,,None
2024-08-24,Telangana,Tomato,Hyderabad,1839.74,1661.3,2037.25,503.0,7.94,34,28,84,Diwali,Kharif,,None
2024-08-24,Punjab,Wheat,Ludhiana,2747.27,2621.26,2845.42,606.31,1.3,25,12,34,None,Kharif,2485.24,None
2024-08-24,Punjab,Wheat,Amritsar,2372.3,2239.49,2519.2,458.88,0.0,35,28,59,None,Summer,2437.0,MSP Revised
2024-08-25,Maharashtra,Onion,Lasalgaon,1520.72,1443.35,1698.62,596.86,6.2,37,29,57,None,Rabi,,None
2024-08-25,Maharashtra,Onion,Pune,1876.7,1749.31,1954.01,763.33,4.25,36,22,69,None,Rabi,,None
2024-08-25,Uttar Pradesh,Potato,Agra,2243.48,2116.23,2413.48,512.13,0.0,34,24,53,Ramzan,Summer,,None
2024-08-25,Uttar Pradesh,Potato,Kanpur,2407.51,2289.62,2503.87,474.06,1.21,41,26,90,None,Rabi,,None
2024-08-25,Madhya Pradesh,Moong,Indore,2792.69,2603.83,2991.9,365.16,4.01,39,34,66,None,Kharif,1937.85,None
2024-08-25,Madhya Pradesh,Moong,Bhopal,1017.3,834.8,1167.04,397.91,6.28,30,22,51,None,Rabi,2494.68,None
2024-08-25,Karnataka,Tomato,Bangalore,1911.25,1820.25,1963.11,560.41,1.8,39,24,78,Diwali,Rabi,,None
2024-08-25,Telangana,Tomato,Hyderabad,2638.16,2560.04,2770.55,453.2,1.54,38,30,71,Holi,Kharif,,MSP Revised
2024-08-25,Punjab,Wheat,Ludhiana,2946.54,2838.52,3063.33,442.91,2.23,41,34,70,None,Rabi,1995.58,None
2024-08-25,Punjab,Wheat,Amritsar,2636.48,2584.43,2792.87,580.18,5.78,36,27,63,None,Rabi,2634.96,None
2024-08-26,Maharashtra,Onion,Lasalgaon,1395.65,1231.35,1559.08,717.02,3.1,39,32,90,None,Rabi,,Export Ban
2024-08-26,Maharashtra,Onion,Pune,1231.09,1113.63,1401.12,561.76,0.6,35,30,42,None,Rabi,,MSP Revised
2024-08-26,Uttar Pradesh,Potato,Agra,1078.68,1005.98,1175.94,358.44,6.29,39,28,32,None,Kharif,,None
2024-08-26,Uttar Pradesh,Potato,Kanpur,2547.04,2381.04,2740.11,508.81,2.72,41,35,85,Holi,Rabi,,Export Ban
2024-08-26,Madhya Pradesh,Moong,Indore,2742.59,2664.71,2812.1,454.41,3.56,42,33,81,None,Kharif,2352.17,None
2024-08-26,Madhya Pradesh,Moong,Bhopal,2356.91,2192.26,2547.72,526.55,0.0,42,31,63,None,Summer,1931.42,Subsidy Introduced
2024-08-26,Karnataka,Tomato,Bangalore,2820.06,2692.8,2927.43,402.46,1.02,40,33,57,Diwali,Kharif,,None
2024-08-26,Telangana,Tomato,Hyderabad,2214.51,2050.51,2291.17,462.53,3.7,41,29,31,None,Kharif,,MSP Revised
2024-08-26,Punjab,Wheat,Ludhiana,1366.78,1229.66,1441.9,482.52,1.85,31,24,73,None,Rabi,2866.64,None
2024-08-26,Punjab,Wheat,Amritsar,1205.19,1123.69,1353.31,444.62,0.0,26,15,90,None,Summer,1983.29,None
2024-08-27,Maharashtra,Onion,Lasalgaon,2584.52,2533.74,2643.74,542.02,2.59,37,32,37,None,Kharif,,None
2024-08-27,Maharashtra,Onion,Pune,2560.25,2463.8,2724.8,432.16,3.24,26,11,54,None,Kharif,,None
2024-08-27,Uttar Pradesh,Potato,Agra,1274.4,1103.08,1473.81,504.8,6.2,32,25,82,None,Rabi,,None
2024-08-27,Uttar Pradesh,Potato,Kanpur,1566.31,1422.15,1739.92,397.76,3.15,42,36,40,None,Kharif,,None
2024-08-27,Madhya Pradesh,Moong,Indore,2251.1,2197.69,2351.35,526.08,0.0,35,20,77,Diwali,Summer,2531.53,None
2024-08-27,Madhya Pradesh,Moong,Bhopal,2161.53,2036.1,2263.53,416.16,0.0,32,22,84,None,Summer,2351.92,MSP Revised
2024-08-27,Karnataka,Tomato,Bangalore,1965.75,1823.45,2130.34,490.62,3.55,29,21,60,None,Rabi,,MSP Revised
2024-08-27,Telangana,Tomato,Hyderabad,1533.95,1417.67,1710.18,364.75,4.93,40,31,69,None,Rabi,,None
2024-08-27,Punjab,Wheat,Ludhiana,1714.26,1625.3,1858.79,463.0,9.82,30,19,51,Ramzan,Rabi,1722.66,MSP Revised
2024-08-27,Punjab,Wheat,Amritsar,1529.53,1419.75,1595.71,399.81,5.13,41,36,76,Diwali,Rabi,2717.28,None
2024-08-28,Maharashtra,Onion,Lasalgaon,2162.03,2089.64,2243.37,503.51,0.0,38,23,61,None,Summer,,None
2024-08-28,Maharashtra,Onion,Pune,1760.07,1575.98,1853.42,694.92,0.0,40,32,59,Ramzan,Summer,,None
2024-08-28,Uttar Pradesh,Potato,Agra,1026.96,899.12,1194.07,463.98,3.51,35,24,56,Diwali,Kharif,,Export Ban
2024-08-28,Uttar Pradesh,Potato,Kanpur,2948.65,2809.69,3137.23,492.62,0.0,37,30,48,None,Summer,,None
2024-08-28,Madhya Pradesh,Moong,Indore,1335.5,1150.52,1458.81,550.96,0.0,40,28,66,Diwali,Summer,2999.78,Export Ban
2024-08-28,Madhya Pradesh,Moong,Bhopal,2674.04,2613.01,2867.83,584.99,0.0,42,32,42,Diwali,Summer,1661.71,None
2024-08-28,Karnataka,Tomato,Bangalore,1223.24,1121.22,1394.25,492.09,4.81,33,25,59,None,Rabi,,None
2024-08-28,Telangana,Tomato,Hyderabad,1679.38,1625.15,1826.48,640.13,0.0,39,24,60,None,Summer,,Subsidy Introduced
2024-08-28,Punjab,Wheat,Ludhiana,1639.08,1520.71,1740.72,608.63,0.0,42,31,81,None,Summer,2448.28,None
2024-08-28,Punjab,Wheat,Amritsar,1708.95,1591.27,1838.19,557.01,1.89,38,29,84,None,Rabi,2608.79,MSP Revised
2024-08-29,Maharashtra,Onion,Lasalgaon,2629.28,2487.9,2700.93,610.31,0.0,30,21,74,None,Summer,,None
2024-08-29,Maharashtra,Onion,Pune,1325.11,1240.43,1392.79,521.59,10.8,33,26,72,None,Kharif,,Subsidy Introduced
2024-08-29,Uttar Pradesh,Potato,Agra,2666.38,2591.89,2772.08,492.2,8.37,30,24,40,None,Kharif,,Export Ban
2024-08-29,Uttar Pradesh,Potato,Kanpur,1376.74,1211.4,1523.1,560.39,0.0,41,26,58,None,Summer,,None
2024-08-29,Madhya Pradesh,Moong,Indore,2550.39,2486.12,2641.24,338.73,3.23,36,21,51,None,Kharif,1909.99,None
2024-08-29,Madhya Pradesh,Moong,Bhopal,2369.86,2233.45,2482.98,407.43,2.02,30,24,53,None,Rabi,2088.64,None
2024-08-29,Karnataka,Tomato,Bangalore,1560.19,1465.99,1729.35,617.79,0.0,25,19,81,None,Summer,,Subsidy Introduced
2024-08-29,Telangana,Tomato,Hyderabad,2133.96,1980.34,2270.34,410.43,2.08,25,15,70,None,Rabi,,None
2024-08-29,Punjab,Wheat,Ludhiana,2269.04,2191.87,2460.29,285.17,0.0,35,26,41,None,Summer,2138.61,None
2024-08-29,Punjab,Wheat,Amritsar,2682.27,2525.5,2765.51,353.35,0.0,31,22,83,None,Summer,1858.61,Subsidy Introduced
2024-08-30,Maharashtra,Onion,Lasalgaon,1641.98,1532.7,1778.1,426.32,0.0,39,25,61,None,Summer,,MSP Revised
2024-08-30,Maharashtra,Onion,Pune,2824.82,2720.96,2925.83,380.9,0.0,34,25,68,Diwali,Summer,,None
2024-08-30,Uttar Pradesh,Potato,Agra,2211.62,2022.61,2289.9,506.42,3.85,34,21,88,None,Kharif,,Export Ban
2024-08-30,Uttar Pradesh,Potato,Kanpur,2655.22,2587.91,2753.36,491.07,0.0,28,15,51,None,Summer,,None
2024-08-30,Madhya Pradesh,Moong,Indore,2252.81,2116.43,2435.89,665.47,2.37,37,30,33,None,Kharif,2042.85,None
2024-08-30,Madhya Pradesh,Moong,Bhopal,2242.53,2115.03,2377.86,644.23,4.7,39,30,54,None,Rabi,1834.98,None
2024-08-30,Karnataka,Tomato,Bangalore,2754.29,2597.38,2944.05,547.69,3.78,29,14,40,None,Kharif,,None
2024-08-30,Telangana,Tomato,Hyderabad,2428.73,2246.43,2530.82,692.16,1.6,42,37,53,None,Kharif,,None
2024-08-30,Punjab,Wheat,Ludhiana,1448.74,1359.87,1560.73,551.51,2.68,35,21,37,None,Rabi,2259.77,Export Ban
2024-08-30,Punjab,Wheat,Amritsar,2130.02,2055.46,2237.44,629.16,0.42,35,22,86,None,Kharif,2158.54,MSP Revised
2024-08-31,Maharashtra,Onion,Lasalgaon,2753.93,2669.15,2900.39,398.86,1.11,33,22,50,None,Rabi,,None
2024-08-31,Maharashtra,Onion,Pune,2779.12,2588.3,2890.66,579.83,3.91,42,33,55,Ramzan,Rabi,,None
2024-08-31,Uttar Pradesh,Potato,Agra,2780.73,2682.47,2923.67,480.31,5.92,26,15,70,None,Kharif,,None
2024-08-31,Uttar Pradesh,Potato,Kanpur,2113.26,1954.96,2214.21,549.66,4.12,39,24,64,Diwali,Kharif,,MSP Revised
2024-08-31,Madhya Pradesh,Moong,Indore,1850.74,1713.27,2039.83,583.26,0.0,39,28,72,None,Summer,1615.54,Subsidy Introduced
2024-08-31,Madhya Pradesh,Moong,Bhopal,2015.98,1917.46,2087.1,489.25,1.18,31,20,49,None,Kharif,2592.83,None
2024-08-31,Karnataka,Tomato,Bangalore,1691.86,1638.97,1761.39,486.92,1.7,33,25,78,Ramzan,Rabi,,None
2024-08-31,Telangana,Tomato,Hyderabad,2038.68,1864.58,2172.82,517.99,0.94,34,25,74,None,Kharif,,None
2024-08-31,Punjab,Wheat,Ludhiana,1864.21,1708.93,2063.11,545.28,2.64,27,15,41,None,Kharif,1899.23,None
2024-08-31,Punjab,Wheat,Amritsar,2210.19,2102.41,2264.59,489.77,0.0,31,19,47,Ramzan,Summer,2090.42,None
2024-09-01,Maharashtra,Onion,Lasalgaon,1278.87,1164.4,1371.18,599.24,3.73,39,34,61,Holi,Kharif,,Export Ban
2024-09-01,Maharashtra,Onion,Pune,1349.47,1260.06,1478.71,507.83,4.94,37,27,69,Diwali,Kharif,,None
2024-09-01,Uttar Pradesh,Potato,Agra,2059.1,2004.98,2120.68,475.15,7.49,33,19,70,Diwali,Rabi,,None
2024-09-01,Uttar Pradesh,Potato,Kanpur,2732.6,2656.68,2850.97,581.12,4.23,39,29,68,None,Kharif,,None
2024-09-01,Madhya Pradesh,Moong,Indore,1812.64,1687.87,1867.94,644.64,0.0,41,28,84,None,Summer,1562.56,None
2024-09-01,Madhya Pradesh,Moong,Bhopal,1869.63,1752.13,1938.44,466.74,0.0,31,24,64,None,Summer,2349.31,None
2024-09-01,Karnataka,Tomato,Bangalore,1653.11,1593.29,1765.76,638.51,1.16,42,37,51,None,Kharif,,None
2024-09-01,Telangana,Tomato,Hyderabad,2755.6,2584.93,2931.36,406.9,1.21,27,17,57,None,Kharif,,None
2024-09-01,Punjab,Wheat,Ludhiana,1876.21,1756.23,2064.32,390.41,6.86,39,32,43,None,Rabi,2449.93,None
2024-09-01,Punjab,Wheat,Amritsar,1356.29,1213.13,1499.57,427.64,1.98,31,18,81,Ramzan,Rabi,2110.71,None
2024-09-02,Maharashtra,Onion,Lasalgaon,2251.14,2190.61,2450.93,375.31,1.6,31,21,71,None,Kharif,,None
2024-09-02,Maharashtra,Onion,Pune,1009.92,856.27,1130.99,571.19,2.5,33,20,67,None,Kharif,,None
2024-09-02,Uttar Pradesh,Potato,Agra,2629.62,2559.12,2760.29,680.54,2.44,26,21,44,None,Kharif,,None
2024-09-02,Uttar Pradesh,Potato,Kanpur,2168.98,2010.62,2316.2,426.99,0.0,35,30,86,Ramzan,Summer,,None
2024-09-02,Madhya Pradesh,Moong,Indore,1771.99,1628.69,1848.38,568.79,1.81,28,20,82,None,Kharif,1773.0,None
2024-09-02,Madhya Pradesh,Moong,Bhopal,2954.88,2887.94,3069.33,661.39,4.54,26,15,36,None,Kharif,2647.67,Export Ban
2024-09-02,Karnataka,Tomato,Bangalore,1464.81,1352.89,1586.28,543.08,0.0,28,19,58,None,Summer,,None
2024-09-02,Telangana,Tomato,Hyderabad,1308.25,1153.65,1438.2,538.48,1.2,31,26,38,Diwali,Rabi,,None
2024-09-02,Punjab,Wheat,Ludhiana,2350.63,2183.72,2459.77,473.58,7.37,34,24,85,None,Kharif,1898.98,None
2024-09-02,Punjab,Wheat,Amritsar,2166.5,2026.46,2308.49,538.29,0.0,30,21,31,None,Summer,2140.08,MSP Revised
2024-09-03,Maharashtra,Onion,Lasalgaon,1983.29,1828.47,2059.64,483.33,8.18,41,32,77,None,Kharif,,None
2024-09-03,Maharashtra,Onion,Pune,2472.85,2324.02,2523.34,608.23,9.02,40,30,40,None,Rabi,,Export Ban
2024-09-03,Uttar Pradesh,Potato,Agra,1278.44,1098.15,1335.62,527.84,6.51,27,12,81,Diwali,Rabi,,None
2024-09-03,Uttar Pradesh,Potato,Kanpur,1397.86,1330.51,1505.76,600.72,1.42,25,20,65,None,Kharif,,MSP Revised
2024-09-03,Madhya Pradesh,Moong,Indore,1739.24,1572.91,1812.33,398.9,2.09,34,24,48,Diwali,Rabi,1692.54,None
2024-09-03,Madhya Pradesh,Moong,Bhopal,2241.94,2092.8,2405.0,589.59,0.0,27,12,30,Diwali,Summer,2904.19,None
2024-09-03,Karnataka,Tomato,Bangalore,2435.33,2316.69,2634.58,532.78,1.46,34,28,71,Diwali,Kharif,,None
2024-09-03,Telangana,Tomato,Hyderabad,2059.83,1888.79,2113.19,723.23,0.6,26,12,88,Diwali,Rabi,,None
2024-09-03,Punjab,Wheat,Ludhiana,2864.16,2809.97,2933.21,616.13,0.47,41,29,43,None,Kharif,2852.08,None
2024-09-03,Punjab,Wheat,Amritsar,1852.96,1667.78,1996.87,572.78,0.0,29,23,71,None,Summer,2765.06,None
2024-09-04,Maharashtra,Onion,Lasalgaon,1151.5,953.82,1323.96,635.38,2.33,34,25,79,None,Rabi,,None
2024-09-04,Maharashtra,Onion,Pune,2716.54,2608.43,2784.03,270.12,1.33,28,22,57,None,Kharif,,Export Ban
2024-09-04,Uttar Pradesh,Potato,Agra,1439.36,1353.5,1619.17,524.15,0.0,37,29,52,None,Summer,,Subsidy Introduced
2024-09-04,Uttar Pradesh,Potato,Kanpur,1344.09,1277.32,1524.07,549.9,4.89,25,18,55,None,Kharif,,None
2024-09-04,Madhya Pradesh,Moong,Indore,1922.81,1819.35,2094.94,422.73,0.0,34,28,31,None,Summer,2635.89,None
2024-09-04,Madhya Pradesh,Moong,Bhopal,1673.97,1484.27,1811.17,432.25,1.34,41,29,46,None,Kharif,2780.6,None
2024-09-04,Karnataka,Tomato,Bangalore,1990.56,1810.53,2096.02,528.38,0.0,29,21,84,None,Summer,,None
2024-09-04,Telangana,Tomato,Hyderabad,2178.16,2074.39,2296.74,518.71,2.23,28,13,71,None,Kharif,,None
2024-09-04,Punjab,Wheat,Ludhiana,1578.97,1442.75,1694.05,554.18,0.0,33,24,82,None,Summer,2595.49,None
2024-09-04,Punjab,Wheat,Amritsar,1574.26,1382.9,1709.26,600.99,6.96,30,17,41,None,Kharif,1675.28,None
2024-09-05,Maharashtra,Onion,Lasalgaon,1076.4,1018.84,1241.25,607.21,2.8,31,20,42,None,Rabi,,None
2024-09-05,Maharashtra,Onion,Pune,1224.94,1144.57,1282.97,411.89,1.24,33,23,47,Diwali,Rabi,,None
2024-09-05,Uttar Pradesh,Potato,Agra,1143.54,979.33,1239.48,376.27,3.92,33,26,61,None,Rabi,,MSP Revised
2024-09-05,Uttar Pradesh,Potato,Kanpur,2772.74,2712.38,2906.6,453.03,5.33,34,28,39,Ramzan,Kharif,,Subsidy Introduced
2024-09-05,Madhya Pradesh,Moong,Indore,2294.98,2160.75,2476.63,493.33,0.0,34,24,74,None,Summer,2643.3,None
2024-09-05,Madhya Pradesh,Moong,Bhopal,2357.74,2288.12,2475.53,669.25,0.0,39,24,81,None,Summer,2793.03,Subsidy Introduced
2024-09-05,Karnataka,Tomato,Bangalore,1692.76,1550.0,1783.02,644.04,0.0,40,27,65,None,Summer,,None
2024-09-05,Telangana,Tomato,Hyderabad,1937.36,1784.06,2128.09,582.07,3.35,41,34,61,Holi,Rabi,,MSP Revised
2024-09-05,Punjab,Wheat,Ludhiana,1499.59,1413.36,1592.52,302.39,0.0,42,32,75,None,Summer,2021.74,None
2024-09-05,Punjab,Wheat,Amritsar,1634.6,1503.0,1769.72,493.33,0.0,27,18,59,None,Summer,2692.31,None
2024-09-06,Maharashtra,Onion,Lasalgaon,2506.49,2357.99,2619.95,700.68,1.73,27,20,73,Holi,Kharif,,None
2024-09-06,Maharashtra,Onion,Pune,2853.74,2795.67,3024.23,484.9,7.66,30,17,52,None,Rabi,,Subsidy Introduced
2024-09-06,Uttar Pradesh,Potato,Agra,1222.11,1086.02,1280.19,381.52,2.09,26,13,45,Ramzan,Rabi,,None
2024-09-06,Uttar Pradesh,Potato,Kanpur,1652.62,1523.2,1767.45,372.28,5.17,34,21,79,None,Rabi,,None
2024-09-06,Madhya Pradesh,Moong,Indore,2750.25,2641.62,2925.48,511.7,3.18,38,28,43,None,Rabi,2791.79,Subsidy Introduced
2024-09-06,Madhya Pradesh,Moong,Bhopal,2854.95,2655.58,2968.26,426.77,6.97,27,17,83,None,Rabi,2315.11,None
2024-09-06,Karnataka,Tomato,Bangalore,2234.71,2184.39,2355.42,415.6,3.69,41,30,79,None,Kharif,,None
2024-09-06,Telangana,Tomato,Hyderabad,2473.05,2414.81,2567.21,370.33,3.15,30,20,61,None,Rabi,,None
2024-09-06,Punjab,Wheat,Ludhiana,2448.34,2284.23,2531.64,600.42,2.15,30,15,35,Holi,Kharif,2064.57,None
2024-09-06,Punjab,Wheat,Amritsar,1334.89,1275.69,1399.42,581.81,6.12,27,21,30,None,Rabi,2241.64,None
2024-09-07,Maharashtra,Onion,Lasalgaon,1427.82,1371.57,1484.49,559.83,1.89,36,22,67,None,Rabi,,None
2024-09-07,Maharashtra,Onion,Pune,1593.33,1430.09,1697.24,368.14,10.06,42,34,83,None,Kharif,,None
2024-09-07,Uttar Pradesh,Potato,Agra,1529.78,1450.33,1643.24,489.66,0.0,39,28,66,None,Summer,,None
2024-09-07,Uttar Pradesh,Potato,Kanpur,2144.95,1951.05,2335.76,323.18,6.29,36,30,50,None,Rabi,,None
2024-09-07,Madhya Pradesh,Moong,Indore,1449.23,1311.08,1502.5,497.31,0.0,33,21,62,Holi,Summer,2279.64,None
2024-09-07,Madhya Pradesh,Moong,Bhopal,1124.9,926.69,1286.33,514.2,0.0,39,27,88,Ramzan,Summer,2307.58,None
2024-09-07,Karnataka,Tomato,Bangalore,1800.9,1735.71,1906.2,519.58,2.54,29,17,60,None,Kharif,,None
2024-09-07,Telangana,Tomato,Hyderabad,1305.08,1107.26,1423.63,491.68,4.28,32,22,71,None,Rabi,,None
2024-09-07,Punjab,Wheat,Ludhiana,1926.76,1839.31,2119.35,570.08,7.44,34,20,77,None,Kharif,2546.61,None
2024-09-07,Punjab,Wheat,Amritsar,1101.08,912.93,1299.93,568.17,0.0,26,16,71,None,Summer,2730.76,None
2024-09-08,Maharashtra,Onion,Lasalgaon,1459.87,1380.25,1597.1,505.77,7.16,28,19,70,Holi,Kharif,,None
2024-09-08,Maharashtra,Onion,Pune,2088.67,1997.0,2168.12,506.25,0.94,37,32,90,None,Kharif,,None
2024-09-08,Uttar Pradesh,Potato,Agra,1371.76,1199.92,1534.22,562.92,3.07,42,30,37,None,Kharif,,Export Ban
2024-09-08,Uttar Pradesh,Potato,Kanpur,1564.14,1419.49,1682.0,490.0,0.0,26,21,53,None,Summer,,None
2024-09-08,Madhya Pradesh,Moong,Indore,1074.1,935.16,1158.87,484.72,0.99,41,30,39,None,Kharif,1528.17,None
2024-09-08,Madhya Pradesh,Moong,Bhopal,1503.94,1383.47,1689.32,392.42,0.0,32,20,32,Diwali,Summer,1866.53,None
2024-09-08,Karnataka,Tomato,Bangalore,2770.48,2655.01,2857.31,577.27,9.26,39,33,49,None,Rabi,,None
2024-09-08,Telangana,Tomato,Hyderabad,1921.6,1786.62,2059.78,402.97,7.46,25,19,81,None,Rabi,,MSP Revised
2024-09-08,Punjab,Wheat,Ludhiana,2533.9,2460.15,2715.43,580.9,2.49,27,15,41,None,Kharif,2822.23,None
2024-09-08,Punjab,Wheat,Amritsar,2388.22,2230.04,2585.04,538.47,4.23,27,19,63,None,Rabi,1620.34,None
2024-09-09,Maharashtra,Onion,Lasalgaon,2848.09,2649.89,2943.64,520.81,4.44,38,33,72,None,Rabi,,None
2024-09-09,Maharashtra,Onion,Pune,2653.81,2514.63,2742.34,489.81,0.0,34,19,71,None,Summer,,None
2024-09-09,Uttar Pradesh,Potato,Agra,1665.84,1607.75,1825.92,407.76,0.0,38,24,51,None,Summer,,Subsidy Introduced
2024-09-09,Uttar Pradesh,Potato,Kanpur,2900.45,2724.46,2960.62,255.87,3.57,39,29,79,None,Kharif,,Export Ban
2024-09-09,Madhya Pradesh,Moong,Indore,2444.86,2356.1,2554.49,288.56,0.0,30,23,53,Holi,Summer,1788.65,MSP Revised
2024-09-09,Madhya Pradesh,Moong,Bhopal,1871.72,1733.91,2039.25,647.91,0.0,29,14,72,None,Summer,2781.77,None
2024-09-09,Karnataka,Tomato,Bangalore,2166.85,2010.21,2308.76,418.99,0.0,42,32,73,None,Summer,,None
2024-09-09,Telangana,Tomato,Hyderabad,2101.08,1971.92,2152.6,509.71,5.59,27,15,88,None,Kharif,,MSP Revised
2024-09-09,Punjab,Wheat,Ludhiana,2065.43,1980.13,2200.13,648.33,0.0,37,25,56,None,Summer,2565.96,None
2024-09-09,Punjab,Wheat,Amritsar,2499.56,2382.24,2631.18,423.31,0.0,36,24,86,Ramzan,Summer,2590.62,None
2024-09-10,Maharashtra,Onion,Lasalgaon,1771.37,1710.26,1960.53,651.3,1.66,29,16,34,None,Rabi,,None
2024-09-10,Maharashtra,Onion,Pune,1110.12,1032.01,1262.39,551.45,0.0,42,29,42,Diwali,Summer,,None
2024-09-10,Uttar Pradesh,Potato,Agra,1699.17,1578.17,1798.91,480.29,0.0,32,25,30,Diwali,Summer,,None
2024-09-10,Uttar Pradesh,Potato,Kanpur,1362.76,1176.53,1417.1,529.53,0.0,35,27,51,None,Summer,,None
2024-09-10,Madhya Pradesh,Moong,Indore,1806.94,1678.19,2000.5,473.16,3.83,32,27,88,None,Kharif,2137.24,Subsidy Introduced
2024-09-10,Madhya Pradesh,Moong,Bhopal,1677.02,1571.1,1768.33,578.26,1.66,34,20,88,Holi,Rabi,2301.52,None
2024-09-10,Karnataka,Tomato,Bangalore,2556.07,2438.82,2623.3,516.2,2.71,27,15,36,None,Rabi,,Export Ban
2024-09-10,Telangana,Tomato,Hyderabad,1560.69,1418.85,1703.49,466.42,0.0,25,11,42,None,Summer,,Subsidy Introduced
2024-09-10,Punjab,Wheat,Ludhiana,2827.72,2733.14,2985.77,437.7,0.0,41,34,37,Holi,Summer,1643.74,MSP Revised
2024-09-10,Punjab,Wheat,Amritsar,1694.31,1611.86,1879.72,659.53,1.95,37,25,81,None,Kharif,2170.84,Subsidy Introduced
2024-09-11,Maharashtra,Onion,Lasalgaon,2845.93,2682.11,2934.91,536.96,0.0,32,20,64,None,Summer,,None
2024-09-11,Maharashtra,Onion,Pune,2249.23,2092.84,2380.24,490.03,1.5,25,17,79,Diwali,Rabi,,None
2024-09-11,Uttar Pradesh,Potato,Agra,2131.38,2032.9,2269.86,587.04,6.72,38,33,77,None,Rabi,,None
2024-09-11,Uttar Pradesh,Potato,Kanpur,1471.32,1393.13,1552.43,626.78,1.41,30,23,78,None,Rabi,,None
2024-09-11,Madhya Pradesh,Moong,Indore,1933.26,1827.5,2014.44,477.4,2.39,40,25,84,Diwali,Kharif,2840.59,None
2024-09-11,Madhya Pradesh,Moong,Bhopal,2921.38,2751.55,2993.73,638.56,2.23,28,13,68,None,Rabi,1947.49,None
2024-09-11,Karnataka,Tomato,Bangalore,1788.09,1711.01,1948.96,404.57,3.58,35,22,85,None,Kharif,,None
2024-09-11,Telangana,Tomato,Hyderabad,2195.01,2094.63,2372.86,584.54,0.0,35,27,35,Diwali,Summer,,None
2024-09-11,Punjab,Wheat,Ludhiana,1592.18,1399.17,1741.73,365.52,0.0,36,23,47,None,Summer,1670.54,MSP Revised
2024-09-11,Punjab,Wheat,Amritsar,2149.0,2069.94,2207.98,581.32,1.69,32,26,61,Ramzan,Rabi,2282.61,None
2024-09-12,Maharashtra,Onion,Lasalgaon,1257.66,1100.55,1457.45,283.02,0.0,32,23,40,None,Summer,,None
2024-09-12,Maharashtra,Onion,Pune,2871.72,2732.96,2948.33,718.08,6.05,35,30,34,None,Kharif,,None
2024-09-12,Uttar Pradesh,Potato,Agra,2729.07,2654.12,2819.25,623.01,3.45,41,27,53,None,Rabi,,None
2024-09-12,Uttar Pradesh,Potato,Kanpur,1337.2,1272.17,1521.74,430.88,4.14,41,26,52,None,Kharif,,None
2024-09-12,Madhya Pradesh,Moong,Indore,2802.55,2681.22,2959.68,431.88,0.0,36,27,85,None,Summer,1871.03,None
2024-09-12,Madhya Pradesh,Moong,Bhopal,2566.0,2369.23,2718.51,313.25,2.12,38,28,65,None,Rabi,2310.77,None
2024-09-12,Karnataka,Tomato,Bangalore,1834.55,1766.86,1901.54,468.98,0.0,34,24,51,None,Summer,,None
2024-09-12,Telangana,Tomato,Hyderabad,1701.78,1587.08,1773.21,625.49,9.41,37,30,42,None,Rabi,,None
2024-09-12,Punjab,Wheat,Ludhiana,1350.39,1260.97,1521.26,472.19,5.38,40,25,65,None,Kharif,2061.26,Export Ban
2024-09-12,Punjab,Wheat,Amritsar,1216.17,1137.87,1377.29,497.75,0.0,35,21,42,None,Summer,2168.46,None
2024-09-13,Maharashtra,Onion,Lasalgaon,1500.17,1360.53,1567.97,399.22,5.15,33,27,74,None,Kharif,,None
2024-09-13,Maharashtra,Onion,Pune,1086.54,1022.48,1265.4,550.04,0.0,40,31,46,None,Summer,,Subsidy Introduced
2024-09-13,Uttar Pradesh,Potato,Agra,2962.13,2815.96,3061.19,636.6,1.08,28,13,76,None,Kharif,,MSP Revised
2024-09-13,Uttar Pradesh,Potato,Kanpur,2857.16,2762.92,2958.54,260.04,2.42,32,22,84,Holi,Kharif,,Subsidy Introduced
2024-09-13,Madhya Pradesh,Moong,Indore,2939.34,2886.34,3068.24,398.19,3.93,29,21,72,None,Rabi,2783.05,None
2024-09-13,Madhya Pradesh,Moong,Bhopal,1480.85,1427.3,1620.2,694.13,4.07,37,28,56,None,Rabi,2935.05,None
2024-09-13,Karnataka,Tomato,Bangalore,1488.84,1373.75,1681.06,698.57,0.0,32,27,53,None,Summer,,None
